Description,TotalSales,AvgProfitMargin,TargetBrand
Tanqueray Ten Gin,139140.42,26.89267683,No
Godiva Wh Chocolate Liqueur,135768.74,25.87169918,No
Ch Ste Michelle Svgn Bl,167048.27,39.75419201,No
Ravenswood Vints Blend Znfdl,162565.51,38.09840107,No
Capt Morgan Long Isl Tea RTD,155357.44,34.05149689,No
Klinker Brick Old Vine Znfdl,164001.51,38.73529579,No
Blackstone Merlot Cal,182797.05,37.0442338,No
Monkey Shoulder Scotch,128154.43,21.6745219,No
Smirnoff Orange Vodka,348879.82,37.66285937,No
Leese-Fitch Cab Svgn,153305.12,34.65475908,No
M & R Sweet Vermouth,311904.1,34.03764891,No
Goldschlager Cinnamon Schna,135047.37,26.15539273,No
Castillo Silver Label Rum,182628.63,29.9772618,No
Bota Box Chard Cal,156711.02,36.56093873,No
Hornitos Black Barrel,113048.34,12.85653553,No
Smirnoff Strawberry Vodka,175699.7,19.82057613,No
Early Times,130518.51,24.5523566,No
Boru Original Irish Vodka,136991.27,28.43214754,No
DeKuyper Buttershots Schnpps,183928.07,27.97536441,No
Rodney Strong Cab Svgn,172021.99,43.15126804,No
Almaden Merlot Cal B/B,148332.39,34.43508865,No
Three Olives Cherry Vodka,137643.63,29.36738155,No
Fleischmanns Royal Traveler,132453.75,26.75360267,No
Crown Royal Shot Glass VAP,122173.06,21.06504495,No
Duggans Dew O Kirkintilloch,114698.59,15.7755314,No
Castello Del Poggio Moscato,130455.78,26.38031063,No
Cavit Prosecco Lunetta,232084.44,33.39334274,No
Nobilo Svgn Bl MarlborougH,157501.83,39.20897935,No
Glenmorangie Quinta Ruban,122300,21.82771872,No
Crown Royal Black,250548.04,30.47771238,No
Don Q Cristal Rum,132552.97,34.72276798,No
La Vieille Ferme Rose Vntoux,145815.63,34.66224437,No
Seaglass Svgn Bl Snt Barbara,145958.24,34.77400111,No
Martell Cordon Bleu,110015.01,13.47717007,No
Yellow Tail Moscato,156729.53,39.45671816,No
Sterling Cab Svgn,162549,41.61908102,No
Bonterra Mendocino Org Chard,148890.37,36.27594585,No
Dom Chandon Blanc de Noir C,139587.53,32.06765676,No
Cupcake Pnt Nr,142812.6,33.67307927,No
Cooks Brut,155608.26,29.85629928,No
Smoking Loon Pnt Nr,143160.21,34.02926693,No
Beringer Knights Vly Cab Svg,137281.11,31.62450391,No
Olmeca Altos Plata Tequila,244281.21,34.97452679,No
Deep Eddy Ruby Red Vodka,134864.73,13.33497197,No
Layer Cake Malbec Mendoza,178565.6,47.58069303,No
Casamigos Blanco,185431.07,31.35600661,No
Crown Royal Maple Whisky,214952.68,52.1237494,No
Evan Williams Honey Reserve,218254.54,26.83961838,No
Plymouth Gin,124822.58,25.65210557,No
Banfi Pnt Grigio San Angelo,156530.98,40.8124577,No
Seghesio Znfdl Sonoma,148531.85,37.67447857,No
Lauders Scotch,137384.41,32.6987247,No
Svedka Clementine Vodka,111791.08,19.6952916,No
Frei Bros RSV Cab Svgn Alex,119405.58,22.6838059,No
Effen Cucumber Vodka,132057.08,30.16637957,No
Cecchi Sangiovese,153620.59,40.03038916,No
Bailey's Espresso Creme,115722.08,20.43558152,No
Sambuca di Amore,146209.51,37.05445015,No
Grey Goose Glass Pack,136831.1,32.79100292,No
Jack Daniels & Coke,120414.65,23.63852737,No
Carpineto Dogajolo Tuscan Rd,181998.88,49.52304102,No
Souverain Cab Svgn N Cst,110650.75,17.02471063,No
Herradura Silver Tequila,119863.75,23.4597616,No
Mumm Napa Brut Rose,167619.57,45.29545685,No
Noble Vines 337 Cab Svgn,142137.78,35.62539108,No
Andre Brut,140239.79,34.78833646,No
La Vieille Ferme Red Ventoux,141699.28,35.54773179,No
Jim Beam Kentucky Fire,146216.63,25.28383044,No
The Macallan 10 Yr Fine Oak,117841.64,22.73977178,No
Apothic Winemakers White,147400.08,38.27696701,No
Ron Zacapa 23 Yr Old Rum,117983.73,23.13268109,No
Admiral Nelson Spiced Rum,122358.39,25.88833508,No
Black Velvet Traveler,129924.08,30.23602707,No
Skyy Infusions Citrus Vodka,121365.26,25.65788596,No
Ice Pik Vodka,109761.19,19.65615101,No
Estancia Chard,163534.03,45.01157343,No
Vendange Chard,157718.77,33.19993269,No
Southern Comfort 100 Proof,283406.2,34.57195644,No
Zhenka Pink Lemonade Vodka,140309.83,36.2152103,No
Hpnotiq Liqueur,234326.3,28.11351244,No
Absolut Raspberri,128021.58,20.68979663,No
Camarena Silver Tequila,207243.16,23.66726597,No
Smirnoff Citrus Vodka,312446.6,28.91102455,No
Matua Svgn Bl Marlboro,157800.27,43.42331607,No
Decoy by Duckhorn Red Sonoma,137588.81,35.19654687,No
Cruzan Mango Flavored Rum,113891.96,21.73881282,No
Cecchi Chianti Classico,133815.98,33.46480742,No
Cloudy Bay Svgn Bl Marlboro,132992.92,33.11234914,No
Old Bushmills Irish Whiskey,129456.65,31.37172946,No
Gnarly Head Old Vine Znfdl,125609.92,29.3227398,No
The Botanist Islay Dry Gin,99373.38,10.69177681,No
Ravenswood Vntrs Bl Cab Svgn,143317.35,38.11024974,No
Skinnygirl Margarita,122034.44,27.33912656,No
Dewars Special RSV 12-Yr,112630.53,21.3664359,No
Ch St Jean Chard Sonoma Cst,118760.95,25.48960748,No
Marques de Caceres Rioja Re,147412.15,39.99928771,No
Lord Calvert Canadian,113264.19,21.92755716,No
Meukow VS Cognac,131418.29,32.75013699,No
Evodia Garnacha Old Vine,145025.77,39.09556212,No
Glenfiddich Ancient RSV 18,112533.7,21.70622667,No
Beefeater Gin,142803.54,20.12197259,No
Lincourt Steel Chard,119730.15,26.52707777,No
Chi Chi's Margarita,130515.97,32.91899068,No
Bacardi Black,167766.34,33.98932094,No
Ten High,131845.7,34.03481494,No
Herradura Reposado Tequila,112249.22,22.5265886,No
Absolut Mini Bar 5/50mls,123563.28,29.64116848,No
Absolut Vanilia,140681.88,24.95316521,No
McClelland Highland Sgl Malt,125199.8,30.8078687,No
Acrobat Pnt Gris Oregon,110585.18,21.70220277,No
Kinky Liqueur,204108.22,29.28387481,No
Hibiki Harmony Japan Whiskey,106710.43,19.21910539,No
Midleton Rare Irish Whiskey,88949.22,3.396949406,No
Sterling Vintners CA Meritag,127382.74,32.55634162,No
DeKuyper Sour Apple Pucker,240352.42,22.49977366,No
Old Bushmills,134469.6,34.47893926,No
14 Hands Merlot Wash,148235.97,42.28769171,No
Svedka Strwbry Lemonad Vodka,203750.04,20.04851961,No
Ole Smoky Moonshine Cherries,109616.68,22.03347155,No
Apothic Crush,108390.36,21.47438204,No
Bota Box Cab Svgn,138489.07,38.58409909,No
Freixenet Cordon Negro Brut,176097.06,37.66141699,No
Caldwells Vodka,111508.19,24.48903529,No
Sterling Vintners Cltn Merlo,143443.83,41.40591478,No
Calico Jack Silver Rum,118800.69,29.37221156,No
Bushmills Black Bush,113444.32,13.76309924,No
Bonterra Cab Svgn Organic,142666.23,41.36943971,No
Menage a Trois Silk Soft Red,133363.09,37.32538741,No
Ch St Jean Pnt Nr,140286.33,40.56570587,No
Margaritaville Silver,113673.47,23.98539938,No
Hennessy Black Cognac,107263.75,22.74586708,No
DeKuyper Buttershots Schnaps,120658.51,31.3330158,No
Hudson Baby Bourbon Whiskey,103979.2,20.38800068,No
Buchanans Deluxe 18 Yr Old,93502.43,11.55498312,No
Licor 43 Vanilla Liqueur,119411.19,30.9693254,No
Butternut Chard,120864.65,31.96928134,No
Duckhorn Cab Svgn Napa,110351.94,25.4975309,No
Smirnoff Watermelon,105448.86,22.15278572,No
Bols Blue Curacao,129877.48,26.36696491,No
Heidsieck Brut Monopole Epe,126761.02,35.30134895,No
The Glenlivet Founders Res,128328.76,36.16017173,No
Jim Beam Devils Cut,100813.28,18.77141583,No
Cruzan Coconut Flavored Rum,106918.79,23.45771964,No
Malibu Pineapple Rum,114342.17,28.48139929,No
Clean Slate Rsl Mosel,166518.57,50.89741042,No
Cruzan Aged Light Rum,109783.85,24.58143835,No
WhistlePig Old World 12 Yr,102860.8,20.60785061,No
Appleton Special Gold Rum,154424.54,30.68604706,No
Goslings Black Seal 151,108721.77,24.9288344,No
Jaume Serra Cristalino Brut,156706.65,34.94707682,No
Grey Goose La Poire Vodka,126661.35,57.48834964,No
Corralejo Reposado Tequila,109744.35,26.05552814,No
Antinori Toscana Rd,137534.81,41.00437555,No
MacMurray Ranch Sonma Pnt Nr,111365.36,27.15189894,No
Aperol Liqueur,118710.74,31.68541448,No
Cabo Wabo Reposado Tequila,109404.45,26.00890549,No
Ruffino Lumina Pnt Grigio,130386.98,37.94483928,No
Smirnoff Blue 100 Proof Trav,101266.48,20.21423081,No
Speyburn 10-Yr Single Malt,107599.27,24.98867325,No
Hammer & Sickle Vodka,146611.65,29.97259617,No
Clos du Bois Merlot N Cst,127212.9,36.59322286,No
Booths London Dry Gin,110611.21,27.10702649,No
Four Roses Single Barrel Brb,109302.84,26.31056979,No
Estancia Cab Svgn Paso Roble,162703.12,50.51036514,No
Amarula Cream Liqueur,108737.41,26.01118603,No
W Hill Chard Napa,123470.49,34.90577384,No
R Mondavi Cab Svgn Napa,94516.2,15.28436395,No
Glenmorangie LaSanta,100054.45,20.05089229,No
Kahlua w/50mL Absolut+Glass,102296.32,21.85146054,No
Sebastiani Znfdl Sonoma Cnty,146533.32,45.48310923,No
Veuve Clicquot Ponsardin Rs,121233.02,34.35501318,No
Cakebread Cab Svgn,110158.05,27.83563253,No
Crown Royal XO,102001.64,22.17097686,No
Inver House Green Plaid 3-Y,110007.78,27.8571661,No
Crown Royal RSV,103789.13,23.55638784,No
Cupcake Merlot,121553.51,34.72859813,No
Chivas Regal 18-Yr Scotch,102415.79,22.8079967,No
Espolon Reposado Tequila,109912.37,28.11491555,No
Casamigos Anejo,126810.95,37.86126514,No
Michter's Small Batch Bourbn,108431.79,27.48155315,No
El Jimador Blanco Tequila,111349.37,29.56310395,No
Rhum Barbancourt RSV Special,112488.94,30.31494474,No
Vat 69 Gold,108812.41,27.98149586,No
Jose Cuervo Light Margaritas,104528.74,25.43275658,No
Zaya Grand Reserva Rum,98362.88,21.00631864,No
Jameson 12 Year Old,114400.93,32.08455561,No
La Vieille Ferme Wh Rhone,113786.72,31.76189629,No
Crown Royal Special Reserve,107612.07,28.24970284,No
Absolut Pears,109752.69,44.78535962,No
Templeton Rye Whiskey,107873.22,28.53240128,No
New Amsterdam Peach Vodka,91191.51,15.08868915,No
Carlo Rossi Paisano Calif,146028.72,31.63527482,No
Sutter Home Clsc Chard,114498.85,32.89419064,No
Oban Distiller's Edition,103267.09,25.60937855,No
The Prisoner Red Napa Valley,177568.56,56.81382447,No
Ch Ste Michelle Indn Wls Cab,113285.56,32.30946645,No
Johnnie Walker Collection 4,92890.71,17.68735539,No
Capt Morgan Parrot Bay Cocnt,92106.15,17.26111666,No
Pinnacle Grape Vodka,112487.12,36.16329624,No
Freixenet Cordon Negro Extr,107581.11,29.44634983,No
Stone Cellars Cab Svgn,122772.64,38.24829376,No
Fabrizia Limoncello,155012.03,32.22520698,No
Taaka Vodka Traveler,122739.03,38.62702842,No
Lagavulin Distillers Edition,97978.29,23.21984799,No
Aberlour 16 Year Old Single,103249.72,27.23181235,No
Dom de Canton Ginger Liqueur,115161.6,34.78826275,No
Agua de Piedra Malbec Selccn,134120.52,44.15221474,No
Stags Leap Chard Napa,78275.61,4.358560732,No
Don Julio Reposado Tequila,76695.93,2.480809607,No
DeKuyper Peppermint Schnapp,98192.27,23.90285916,No
Bota Box Malbec,122361.86,38.94237142,No
Mohua Svgn Bl Marlboro,122141.45,38.83747082,No
Capt Morgan White Coconut,96385.72,48.27395877,No
Pinnacle Blueberry Vodka,140910.58,37.07088188,No
Spellbound Petite Sirah Cal,132122.1,43.61983347,No
Sutter Home Wh Znfdl,167575.01,38.16240586,No
Pinnacle Raspberry Vodka,139522.73,25.37605925,No
Sauza Blue Silver,100027.48,25.6892406,No
Ice Box Mudslide,105638.94,29.64032013,No
W Hill Est Cab Svgn No Cst,112064.21,33.79072587,No
Line 39 Cab Svgn Lake Cnty,132793.46,44.20527939,No
Franzia Chablis Old World C,126520.53,41.44490226,No
Simi Svgn Bl,136233.8,45.62559365,No
Jameson 18 Year Old,86273.08,14.19321067,No
Jenkins French Brandy,132910.91,44.30701738,No
Barefoot Cellars Pink Moscat,178993.11,32.53990778,No
Bols Curacao Orange,109769.75,32.89681356,No
Laphroiag Select Single Malt,89080.95,17.31554277,No
Grand MacNish,95864.2,23.31320764,No
Fetzer Sundial Chard,117904.33,38.77621452,No
Borsao Tres Picos Garnacha,120325.19,38.94621733,No
El Jimador Reposado Tequila,105687.9,19.91359812,No
Uncle Val's Botanical Gin,93934.47,21.97148714,No
Cold River Blueberry Vodka,100693.31,27.23950578,No
Crown Royal Party Pak,95115.21,22.99910813,No
Irish Mist Honey Liqueur,98995.43,26.16016719,No
Canadian Club Traveler,96493.44,24.67840301,No
Straccali Chianti,113039.15,35.70811529,No
Barefoot Bubbly Moscato,100847.39,27.97963338,No
Hard Rock Vodka,98464.2,26.25055604,No
Svedka Mango Pineapple Vodka,100480.37,27.85954112,No
C K Mondavi Chard,125279.82,42.29816901,No
Carlo Rossi Burgundy Calif,127684.59,33.92186609,No
Sauza Silver Tequila,100698.29,28.3104013,No
Tia Maria Coffee Liqueur,106146,32.09807247,No
Mr Boston Apricot Brandy,105634.89,31.78276609,No
Pinnacle Strawbry Kiwi Vodka,93629.36,23.06325708,No
Marques de Riscal Rioja Red,116302.32,38.11590345,No
Turning Leaf RSV Chard Cal,167468.87,43.52764297,No
Taylor Red Port,132114.47,27.30686528,No
Avion Silver Tequila,152901.77,37.50587036,No
Ballantines,112041.27,36.26491381,No
Balvenie 17 Yr Doublewood,94993.34,24.94459085,No
Arrow Peppermint Schnapps,134082.63,19.87347464,No
Ron Virgin White,100341.02,29.0715203,No
Bombay Sapphire East Gin,113409.79,37.27098869,No
R Mondavi Chard Pvt Sel,117955.98,39.70069173,No
Ciroc Mango Vodka,158470.04,11.2934166,No
Remy Martin Louis XIII,85049.72,16.52862584,No
Bogle Old Vine Znfdl Cal,114241.84,37.98255525,No
The Black Grouse Scotch,77304.21,8.416191046,No
Glenfiddich Special Rsv 12Yr,104263.29,32.21587387,No
Rodney Strong Chard,110736.63,36.28832664,No
Hess Select Chard,106340.62,33.68312128,No
Layer Cake Cab Svgn,127990.3,44.97775222,No
Malibu Passion Fruit Rum,95147.06,19.37050451,No
High West Double Rye Whiskey,82949.91,15.50500778,No
Milagro Reposado Tequila,89568.5,21.76390137,No
Casamigos Reposado,146981.99,34.32560474,No
McClelland Islay Single Malt,110955.58,36.92475854,No
Ninety+Cellars Lot 2 Svgn Bl,115066.86,39.23428518,No
Opus One 12,158963.61,56.08931503,No
Mer Soleil Chard Central Cst,104150.58,33.04918705,No
Barefoot Merlot Cal,170021.78,37.00490547,No
Schug Chard Carneros,72715.58,4.128826312,No
Trapiche Malbec Mendoza Oak,135124.03,48.41879716,No
Monkey Bay Svgn Bl,133882.26,38.10747645,No
John Begg Blue Cap,92272.69,24.62640896,No
Talisker Storm Scotch,78195.39,11.05863146,No
Corbett Canyon Chard,194253.56,40.5172554,No
Crystal Head Vodka,151128.61,17.00322764,No
Elijah Craig 12 Yr Bourbon,91550.42,24.15736596,No
Groth Svgn Bl Napa Valley,107613.5,35.70407059,No
Green Chartreuse Liqueur,94931.01,27.31658496,No
Ch Ste Michelle Harvest Rsl,106909.75,35.47750322,No
Casal Garcia Vinho Verde Wh,106802.51,35.53175857,No
Black Box Shiraz Cntrl Coast,100643.87,31.90592731,No
Groth Cab Svgn Napa,104334.73,34.54649281,No
L Martini Cab Svgn Napa,97287.56,29.83601398,No
Three Olives Raspberry Vodk,83992.06,18.77652483,No
Tequila Rose Liqueur,92026.38,26.03899012,No
Cruzan Black Cherry Rum,92900.65,26.80115801,No
St Francis Chard,127023.29,46.71895996,No
Capt Morgan Parrot Bay Coco,94622.49,39.27639149,No
Pinnacle Salted Caramel,96774.28,30.16822238,No
Camarena Reposado Tequila,115963.75,41.74722704,No
La Crema Chardonnay Monterey,100054.27,32.59228217,No
Mirassou Pnt Nr Cntrl Coast,123816.07,45.65497031,No
Banfi Centine Mntcln Tscna,131280.55,48.78252719,No
Niner Twisted Spur 10 Red,96660.27,30.4553153,No
Three Olives Vanilla Vodka,86087.27,21.94598574,No
Balvenie Portwood 21 Yr Sin,78421.39,14.32060819,No
Gekkeikan Sake,90652.66,26.11645373,No
Smoking Loon Merlot,106414.96,37.1041722,No
Jacquin Ginger Brandy,89136.77,25.17158744,No
Goldschlager Cinnamon Schnap,82974.5,19.73032679,No
Dr Loosen Rsl 'Dr L' M,114130.73,41.64344695,No
St Brendans Irish Cream,178408.56,25.22660576,No
Balvenie 15 Yr Sherry Cask,85631.96,22.32472549,No
Cold River Vodka,100373.49,33.75362359,No
Almaden Mt Rhine Calif B/B,106528.44,37.81065413,No
Cakebread Svgn Bl,102029.47,35.10342649,No
Almaden Chablis B/B,103053.05,35.78581129,No
Decoy Duckhorn Chard Sonoma,101184.37,34.68097889,No
John Power Irish Whiskey,86015.26,23.42412265,No
Rosemount Diamond Shiraz,112071.9,41.25200876,No
Jacquin Triple Sec,89692.79,26.59583897,No
Calico Jack Pin/Coc Rum,95228.84,58.57064057,No
C K Mondavi Cab Svgn,86267.59,23.92977479,No
Black Velvet Toasted Caramel,87981.93,54.57893301,No
Smirnoff Cherry Vodka,92908.61,22.89307949,No
Amaretto di Amore,201082.33,36.11271328,No
Ocean Vodka,80679.08,19.74358161,No
Calumet Bourbon,83086.68,22.09267478,No
Campo Viejo Tempranillo RSV,99151.21,35.06096396,No
Pusser's British Navy Rum,83941.34,23.42381001,No
Hornitos Anejo Tequila,88961.6,27.83639233,No
Smirnoff Ruby Red Grapefruit,83019.56,49.74238978,No
Greg Norman Lmstn Cab/Merlot,101868.63,37.04730298,No
Smirnoff Sorbet Rasp/Pomegra,149716.9,27.52897224,No
Beringer Classic Merlot,100059.17,35.96768792,No
Geyser Peak Svgn Bl,112745.54,43.19805466,No
Grey Goose Cherry Noir Vodka,94295.54,32.09639608,No
Taylor Fladgate 20-Yr Tawny,91592.28,30.09772221,No
M Duffau Napoleon Armagnac,77774.82,17.70971633,No
Fernet-Branca Italian Liquer,87027.78,26.64411295,No
El Mayor Anejo Tequila,97170.43,34.35575,No
Ballatore Gran Spumante,92932.26,31.41167556,No
Ch Ste Michelle Merlot Colum,110289.15,42.20941951,No
Yellow Tail Shiraz/Cab Ausl,113333.69,39.1169517,No
Chloe Pnt Grigio,79159.54,19.59892642,No
Baja Luna Black Raspberry,88925.01,28.42997712,No
Dom Cherrier Sancerre,88498.18,28.08933472,No
Scapa 16 Yr Old Single Malt,74295.51,14.38965827,No
Small Batch 1792,95005.77,33.07774886,No
Jose Cuervo Tradicional,86907.88,32.01019563,No
Roederer Cristal,86785.94,27.05463581,No
Tommy Guns Vodka,77268.33,18.31547285,No
Malibu Rum Punch RTD,87156.15,27.61922136,No
Ch St Jean Merlot Cal,108735.86,42.00887361,No
Cribari Marsala,93075.51,32.54182545,No
F Coppola Diamond Merlot,107805.04,42.03647622,No
M & R X Dry Vermouth,192004.21,35.55001585,No
Jack Daniels Equity VAP,65816.26,5.204732083,No
El Mayor Reposado Tequila,79675.68,21.84992961,No
St Remy VSOP Authentic Brndy,90567.54,31.4220967,No
Pommery Brut Royale,96632.93,35.8450582,No
Rodney Strong Pnt Nr,95711.78,35.32284114,No
Bacardi Pineapple Fusion,155020.07,48.0234319,No
Moet & Chandon Brut Imprl Ro,111649.14,44.73898321,No
Oberon Cab Svgn Napa,93109.47,33.82799838,No
Beringer Classic Cab Svgn,117394.39,41.76420041,No
Barton Vodka,80895.93,30.28034854,No
Banfi Rosa Regale,98217.26,34.11957607,No
Baileys Chocolate Cherry,102789.77,40.20390356,No
Don Julio 70th Anniversary,79175.14,22.53725096,No
Yellow Tail Sangria,99012.31,21.58978938,No
Il Bastardo Sangiovese Tosc,113491.2,46.055236,No
Silver Palm Nth Cst Cab Svgn,90401.94,32.40480237,No
Santa Cristina Toscana,101738.98,39.9526907,No
Crown Royal X R Extra Rare,82875.65,26.3696876,No
D'Usse VSOP Cognac,83409.37,26.84529328,No
Gr Marnier Raspberry Peach,98547.38,38.22971245,No
Cuervo Watermelon Margaritas,85808.85,29.06885479,No
Black Velvet Plastic,93900.98,35.23202846,No
Joel Gott Svgn Bl,91461.57,33.60708765,No
Almaden B/B Wh Znfdl Cal,96892.04,37.36183076,No
Black Velvet Reserve,97465.37,57.64955957,No
Sutter Home Chard,119386.69,38.02883847,No
Pama Pomegranate Liqueur,79845.74,24.1150248,No
Trapiche Broquel Mndz Malbec,106683.08,43.36763618,No
Hess Allomi Cab Svgn,88957.37,32.22047819,No
Rodney Strong Merlot Sonoma,67047.42,10.16942934,No
Ruffino Chianti,93696.16,35.76607622,No
The Macallan Rare Cask,64147.86,6.288471665,No
Sauza Conmemorativo,76817.3,21.89728095,No
Absolut Apeach,80236.71,25.3049733,No
Ice Box Manhattan,80009.4,25.29229066,No
Godiva Dark Chocolate,83507.71,28.53080272,No
Blackstone Cab Svgn Cal,105848.34,43.63506315,No
Tin Cup Whiskey,73331,18.72302301,No
Jose Cuervo Strawberry Marg,86715.82,31.26850441,No
Josh Cellars Merlot,89948.31,33.73967782,No
Dr McGillicuddy's Grape,77415.37,23.0836848,No
Crown Royal Mini,80873.52,26.37361401,No
Bowmore 12-Yr Scotch,72319.23,17.69492015,No
Mark West Black Pnt Nr,90162.59,34.06524813,No
Caol Ila 12 Yr Islay Single,76535.94,22.55706273,No
Ole Smoky Hunch Punch Moonsh,69930.59,15.37351537,No
New Amsterdam Coconut Vodka,68083.72,21.18301771,No
Kahlua Original Mudslide RTD,81454.48,27.75744195,No
Three Olives Pomegranate,87030.1,32.5743622,No
Kinky Blue Liqueur,166553.04,28.83683598,No
Schmitt Sohne Relax Mosel,160042.51,40.74476631,No
Gilbeys London Dry Trav,80751.59,27.60575984,No
Herradura Anejo Tequila,76814.79,24.07430913,No
Ruffino Orvieto Clsc,81866.31,28.88710875,No
Voga del Venezie Pnt Grigio,90502.98,35.71228262,No
Bird Dog Blackberry Whiskey,74248.82,21.71161777,No
WhistlePig 10Yr Rye,81941.94,29.06588494,No
Ch Macard Brdx Superieur,80436.34,27.74268446,No
TGI Fridays Ultimte Mudslide,79187.04,26.61646401,No
